property_id,lat,lng,addr_street,suburb,number_of_houses,number_of_units,municipality,population,aus_born_perc,median_income,median_house_price,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag
92334,-37.985182,145.052806,5 Sea Parade,MENTONE,4507.0,3922.0,Kingston,14158.0,76%,"$1,288","$1,332,300",WEST WIMMERA,19865,1.145565,43.0,1
56989,-37.828978,145.073532,10 Carinda Road,CANTERBURY,2781.0,1325.0,Boroondara,7418.0,80%,"$2,352","$2,875,800",MELBOURNE,19852,0.442596,19.0,1
2188,-37.789884,144.875649,35 Albert Facey Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW BAW,20022,1.528407,17.0,1
29447,-37.77017212,145.00666809999996,147 Separation Street,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20016,1.002905,28.0,1
90096,-37.967052,145.06321699999995,17 Axelton Street,CHELTENHAM,8087.0,5856.0,Kingston,18907.0,74%,"$1,233","$1,167,300",YARRA RANGES,19866,0.761226,40.0,1
25871,-37.59085200000001,144.93915800000005,2/17 Northern Crescent,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,1.274595,41.0,1
38735,-37.757069,145.041473,213 Banksia Street,IVANHOE,4147.0,2613.0,Banyule,14278.0,77%,"$1,709","$1,560,600",BASS COAST,19934,1.315478,33.0,1
667,-37.79860687,144.9070435,23 Railway Place,FOOTSCRAY,5286.0,6864.0,Maribyrnong,16926.0,49%,"$1,181","$869,400",WHITTLESEA,20025,0.436244,10.0,1
76280,-37.908333,145.11142900000004,50 Ross Street,HUNTINGDALE,751.0,342.0,Monash,16280.0,65%,"$1,340","$1,192,500",GREATER DANDENONG,19916,0.850354,28.0,1
46449,-37.697446,145.16028799999995,11 Nathan Road,ELTHAM,6040.0,1782.0,Nillumbik,28827.0,85%,"$1,923","$1,178,700",FRANKSTON,19987,2.102096,52.0,1
68099,-37.84636,145.00991100000005,42 Canterbury Road,TOORAK,4088.0,5974.0,Stonnington,12797.0,72%,"$1,977","$2,752,300",MANNINGHAM,19946,0.604053,14.0,1
16868,-37.7050879,144.9056791,24 Centre Way,GLENROY,7882.0,4021.0,Moreland,27707.0,66%,"$1,004","$743,900",WYNDHAM,20032,1.018307,28.0,1
65111,-37.805473,145.307699,121 Colchester Road,KILSYTH,4209.0,1613.0,Yarra Ranges,12665.0,82%,"$1,211","$813,100",SURF COAST,19877,2.34376,46.0,1
39526,-37.70597100000001,145.054417,1190 Plenty Road,BUNDOORA,8943.0,3243.0,Whittlesea,24119.0,69%,"$1,172","$876,900",WODONGA,19983,2.580445,39.0,1
10803,-37.781775,144.92436899999996,69-71 Canterbury Street,FLEMINGTON,1877.0,3086.0,Moonee Valley,14523.0,62%,"$1,401","$1,069,400",WHITTLESEA,20040,0.73926,10.0,1
80154,-37.984271,145.164332,344 Corrigan Road,KEYSBOROUGH,9761.0,1578.0,Greater Dandenong,16492.0,49%,"$1,253","$1,006,400",KINGSTON,19890,2.195621,41.0,1
3944,-37.810324,144.888711,9 O'Farrell Street,YARRAVILLE,5855.0,2072.0,Maribyrnong,11645.0,67%,"$1,583","$1,148,100",MITCHELL,19996,0.624514,no direct trip is available,0
71790,-37.85660172,145.2409668,75 Chartwell Drive,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19870,2.905859,41.0,1
44383,-37.716336,145.099084,163 Elder Street,GREENSBOROUGH,7426.0,2533.0,Banyule,26045.0,83%,"$1,524","$984,000",GLEN EIRA,19984,1.473588,42.0,1
9798,-37.889801,144.640325,292 Greaves Street North,WERRIBEE,14482.0,4489.0,Wyndham,36356.0,77%,"$1,470","$634,600",LODDON,19921,2.114917,no direct trip is available,0
5960,-37.791003,144.835647,1 Station Place,SUNSHINE,4031.0,1779.0,Brimbank,30677.0,52%,$929,"$883,700",KNOX,20021,0.367045,20.0,1
62378,-37.815831,145.214854,9 Hillcrest Avenue,RINGWOOD,6350.0,4648.0,Maroondah,28808.0,79%,"$1,393","$1,024,000",MACEDON RANGES,19901,0.386514,32.0,1
1639,-37.810868,144.878691,10/69 Kingsville Street,KINGSVILLE,1266.0,832.0,Maribyrnong,19978.0,56%,"$1,162","$1,091,300",ALPINE,19996,1.133646,no direct trip is available,0
73751,-37.866607,145.272431,49 Rankin Road,BORONIA,8285.0,4281.0,Knox,20314.0,79%,"$1,162","$832,500",TOWONG,19869,1.254247,44.0,1
80725,-37.971915,145.21000800000004,11 Rogers Street,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19889,1.762687,42.0,1
56396,-37.850134,145.112904,210 Burwood Highway,BURWOOD,5052.0,3288.0,Whitehorse,18501.0,73%,"$1,100","$1,296,800",MARIBYRNONG,19840,2.613524,no direct trip is available,0
92455,-37.99035645,145.0631256,85 Beach Road,MENTONE,4507.0,3922.0,Kingston,14158.0,76%,"$1,288","$1,332,300",WEST WIMMERA,19865,0.962,43.0,1
57173,-37.83221500000001,145.08436640000005,23 Compton Street,CANTERBURY,2781.0,1325.0,Boroondara,7418.0,80%,"$2,352","$2,875,800",MELBOURNE,19893,0.903725,20.0,1
68778,-37.84554672,145.0382233,12 Milton Parade,MALVERN,3622.0,3241.0,Stonnington,10201.0,78%,"$2,047","$2,337,300",BAW BAW,19911,0.525287,no direct trip is available,0
76905,-37.924244,145.113014,53 Eva Street,CLAYTON,5171.0,5343.0,Monash,18901.0,48%,$962,"$1,017,200",HINDMARSH,19915,0.66216,31.0,1
57286,-37.831447,145.080095,39 Alta Street,CANTERBURY,2781.0,1325.0,Boroondara,7418.0,80%,"$2,352","$2,875,800",MELBOURNE,19893,0.781304,20.0,1
43872,-37.711933,145.081612,6 Lambourn Road,WATSONIA,2191.0,614.0,Banyule,8932.0,82%,"$1,300","$879,500",MANNINGHAM,19984,0.220641,42.0,1
85693,-37.897877,145.012509,499 Kooyong Road,GARDENVALE,298.0,384.0,Glen Eira,10824.0,69%,"$1,497","$1,491,600",INDIGO,19953,0.74437,no direct trip is available,0
74584,-37.89049,145.05256799999995,1311 Glen Huntly Road,CARNEGIE,4596.0,5791.0,Glen Eira,30031.0,64%,"$1,287","$1,406,500",MELBOURNE,19920,0.70864,20.0,1
43732,-37.70583725,145.08100890000003,33 High Street,WATSONIA,2191.0,614.0,Banyule,8932.0,82%,"$1,300","$879,500",MANNINGHAM,19984,0.620533,42.0,1
31591,-37.733688,145.013352,1 Goldsmith Avenue,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20011,1.101666,37.0,1
64740,-37.789973,145.278211,6 Somerset Crescent,CROYDON,9705.0,5573.0,Maroondah,37491.0,81%,"$1,267","$902,900",CARDINIA,19878,0.643451,42.0,1
91458,-37.972749,145.038343,24 Tibbles Street,BEAUMARIS,5041.0,1732.0,Bayside,17536.0,79%,"$1,845","$1,882,800",TOWONG,19866,1.576619,40.0,1
81060,-37.982972,145.218125,25 King Street,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.072176,46.0,1
73371,-37.843161,145.289873,26 Robertson Crescent,BORONIA,8285.0,4281.0,Knox,20314.0,79%,"$1,162","$832,500",TOWONG,19870,1.917432,41.0,1
87276,-37.935178,145.023955,1/481 Bluff Road,HAMPTON,4651.0,2612.0,Bayside,11231.0,78%,"$1,653","$2,032,200",WYNDHAM,19937,1.126083,34.0,1
94987,-37.906888,145.046557,18 Tyrone Street,ORMOND,2378.0,2357.0,Glen Eira,17630.0,72%,"$1,538","$1,746,300",MOIRA,19941,0.734452,27.0,1
33328,-37.740865,144.999314,98 St Georges Road,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20012,0.266045,35.0,1
81883,-37.992688,145.236245,19 Photinia Street,DOVETON,3150.0,953.0,Casey,9801.0,59%,$819,"$602,200",HINDMARSH,19888,2.346173,46.0,1
16688,-37.700336,144.91228600000005,19 Becket Street,GLENROY,7882.0,4021.0,Moreland,27707.0,66%,"$1,004","$743,900",WYNDHAM,20032,0.63835,28.0,1
51263,-37.791226,145.117676,32 Caringal Avenue,DONCASTER,7598.0,4243.0,Manningham,17447.0,58%,"$1,242","$1,446,200",MORELAND,20042,3.133826,22.0,1
40518,-37.69068400000001,145.052722,39 Lauder Drive,BUNDOORA,8943.0,3243.0,Whittlesea,24119.0,69%,"$1,172","$876,900",WODONGA,19984,3.547182,42.0,1
88321,-37.94542694,145.0339661,1 Hillcrest Avenue,HIGHETT,3939.0,2524.0,Bayside,9299.0,73%,"$1,384","$1,355,400",GREATER DANDENONG,19872,0.770059,37.0,1
57679,-37.814422,145.141524,16 Elmhurst Road,BLACKBURN,4821.0,2501.0,Whitehorse,27564.0,75%,"$1,387","$1,485,900",GREATER GEELONG,19897,0.711455,27.0,1
38801,-37.77714,145.04476100000005,3 Scotts Parade,IVANHOE,4147.0,2613.0,Banyule,14278.0,77%,"$1,709","$1,560,600",BASS COAST,19932,0.603746,29.0,1
90589,-37.95845795,145.0612793,35 Argus Street,CHELTENHAM,8087.0,5856.0,Kingston,18907.0,74%,"$1,233","$1,167,300",YARRA RANGES,19866,1.086067,40.0,1
23959,-37.715345,144.964274,125 Lorne Street,FAWKNER,4754.0,1266.0,Moreland,12899.0,53%,$865,"$745,500",MONASH,19962,0.338107,28.0,1
8000,-37.763841,144.79691,10 Highfield Road,CAIRNLEA,2159.0,192.0,Brimbank,14107.0,57%,"$1,423","$969,000",YARRA RANGES,20003,1.318522,26.0,1
93549,-38.019463,145.098131,6 Lyle Grove,ASPENDALE,2432.0,1048.0,Kingston,24045.0,76%,"$1,492","$1,424,900",YARRIAMBIACK,19862,0.932647,51.0,1
35924,-37.681995,145.036554,"2, 23 Richardson Street",THOMASTOWN,7762.0,2091.0,Whittlesea,21735.0,49%,$900,"$691,800",CAMPASPE,20007,1.971067,46.0,1
29491,-37.77625275,144.9957275,155 Clarke Street,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20017,0.3004,26.0,1
85488,-37.8776474,144.9990387,3 Acacia Street,ELSTERNWICK,3005.0,3427.0,Glen Eira,10824.0,69%,"$1,497","$1,859,300",MORELAND,19955,0.386223,no direct trip is available,0
21642,-37.76400200000001,144.969741,91 Stewart Street,BRUNSWICK,8835.0,8041.0,Moreland,20155.0,62%,"$1,433","$1,265,800",MARIBYRNONG,19967,0.854197,18.0,1
34214,-37.722947,145.021955,2/31 Boldrewood Parade,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.479997,40.0,1
69412,-37.861182,145.095275,10 Carlyle Street,ASHWOOD,2378.0,1176.0,Monash,12420.0,73%,"$1,469","$1,436,500",DAREBIN,19848,1.227457,27.0,1
25000,-37.58319855,144.93609619999995,10 Goulburn Way,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,2.168282,41.0,1
1587,-37.789962,144.872616,1/23 Baird Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW BAW,20022,1.338987,17.0,1
53002,-37.816639,145.004444,308 Highett Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19978,1.160424,14.0,1
89235,-37.9538714,145.0216876,157 Bay Road,SANDRINGHAM,3340.0,2563.0,Bayside,8146.0,79%,"$1,836","$1,785,000",PYRENEES,19948,1.554104,no direct trip is available,0
32979,-37.732393,145.020845,58 Rene Street,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20011,1.651945,37.0,1
9178,-37.879957,144.761932,78 Seabrook Boulevard,SEABROOK,1452.0,264.0,Hobsons Bay,29313.0,67%,"$1,221","$739,400",MACEDON RANGES,19924,1.48947,no direct trip is available,0
50171,-37.761341,145.085633,33 Robert Street,BULLEEN,4269.0,979.0,Manningham,10590.0,58%,"$1,225","$1,322,600",MARIBYRNONG,19935,2.246354,34.0,1
95651,-37.913184,145.036186,37 Carlton Street,MCKINNON,1953.0,1107.0,Glen Eira,17630.0,72%,"$1,538","$1,683,800",HORSHAM,19940,0.369943,28.0,1
17330,-37.70703888,144.9081574,49 Clovelly Avenue,GLENROY,7882.0,4021.0,Moreland,27707.0,66%,"$1,004","$743,900",WYNDHAM,20032,0.845394,28.0,1
92997,-37.98564148,145.0851288,22 Ivy Street,PARKDALE,4160.0,2433.0,Kingston,24045.0,76%,"$1,492","$1,341,800",STONNINGTON,19864,1.132138,45.0,1
84874,-37.884747,144.989038,32 Spray Street,ELWOOD,3628.0,8403.0,Port Phillip,12829.0,72%,"$1,715","$1,874,000",MORELAND,19954,1.04197,no direct trip is available,0
67732,-37.772674,145.346926,85 Eucalypt Drive,LILYDALE,5989.0,2379.0,Yarra Ranges,13615.0,82%,"$1,284","$908,900",FRANKSTON,19876,1.911028,51.0,1
6397,-37.789363,144.840454,2/46 Monash st,SUNSHINE,4031.0,1779.0,Brimbank,30677.0,52%,$929,"$883,700",KNOX,20021,0.672773,20.0,1
65436,-37.80530200000001,145.306655,6 Byron Road,KILSYTH,4209.0,1613.0,Yarra Ranges,12665.0,82%,"$1,211","$813,100",SURF COAST,19877,2.343111,46.0,1
62550,-37.827613,145.250777,14 Banksia Court,HEATHMONT,3459.0,1027.0,Maroondah,16322.0,80%,"$1,297","$1,083,000",HORSHAM,19871,0.552701,37.0,1
47435,-37.70052338,145.1351929,67 Progress Road,ELTHAM NORTH,2175.0,118.0,Nillumbik,28827.0,85%,"$1,923","$1,227,100",ARARAT,19987,1.827481,52.0,1
85897,-37.923954,144.990723,1 Lasswade Court,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.313574,no direct trip is available,0
42025,-37.742621,145.072138,3 Alfreda Avenue,ROSANNA,3073.0,1156.0,Banyule,21826.0,77%,"$1,551","$1,192,000",EAST GIPPSLAND,19936,0.528732,36.0,1
55371,-37.84132767,145.0619507,25 Radnor Street,CAMBERWELL,7459.0,4358.0,Boroondara,15537.0,77%,"$2,122","$2,235,400",MELBOURNE,19851,0.963697,21.0,1
83496,-37.85346222,144.98887630000004,13 Stewart Street,WINDSOR,2201.0,4448.0,Stonnington,17776.0,66%,"$1,560","$1,629,600",MAROONDAH,19957,0.400329,no direct trip is available,0
28585,-37.803016,144.98858700000005,28 Dight Street,COLLINGWOOD,2122.0,4470.0,Yarra,5113.0,60%,"$1,278","$1,275,000",MOONEE VALLEY,19976,0.484184,17.0,1
96542,-38.011538,145.28203,16 Anthony Court,HALLAM,3494.0,1290.0,Casey,9061.0,56%,"$1,156","$724,000",GLEN EIRA,19885,1.277307,50.0,1
40907,-37.68812943,145.05410769999995,6 Beethoven Court,BUNDOORA,8943.0,3243.0,Whittlesea,24119.0,69%,"$1,172","$876,900",WODONGA,20007,3.614342,46.0,1
87315,-37.93612,145.000517,11 Willis Street,HAMPTON,4651.0,2612.0,Bayside,11231.0,78%,"$1,653","$2,032,200",WYNDHAM,19949,0.223006,no direct trip is available,0
7343,-37.748344,144.767741,23 McCann Drive,ALBANVALE,1897.0,138.0,Brimbank,54005.0,46%,$907,"$594,200",HEPBURN,20002,2.870223,28.0,1
28753,-37.8028542,144.99795580000003,10 Marine Parade,ABBOTSFORD,2304.0,4706.0,Yarra,4025.0,68%,"$1,797","$1,299,400",BANYULE,19976,0.414112,17.0,1
78428,-37.924109,145.188568,8B Stadium Circuit,MULGRAVE,7213.0,1477.0,Monash,22093.0,60%,"$1,348","$1,022,600",MACEDON RANGES,19913,4.183218,36.0,1
90909,-37.97141266,145.0807648,61 Nancy Street,CHELTENHAM,8087.0,5856.0,Kingston,18907.0,74%,"$1,233","$1,167,300",YARRA RANGES,19865,1.796493,43.0,1
45790,-37.720962,145.12948400000005,12 Aanensen Court,MONTMORENCY,3368.0,1434.0,Banyule,8154.0,87%,"$1,457","$1,111,000",PORT PHILLIP,19986,0.943443,48.0,1
9995,-37.78921,144.933446,12 Collett Street,KENSINGTON,3940.0,4804.0,Melbourne,14523.0,62%,"$1,401","$1,202,200",SOUTH GIPPSLAND,20040,0.445384,10.0,1
81525,-37.97880936,145.20437619999996,8 Highland Court,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19889,1.12272,42.0,1
39003,-37.76200867,145.0512543,7/15 Carn Avenue,IVANHOE,4147.0,2613.0,Banyule,14278.0,77%,"$1,709","$1,560,600",BASS COAST,19934,0.29459,33.0,1
15865,-37.736212,144.881741,9 Newman Street,NIDDRIE,2198.0,1140.0,Moonee Valley,13979.0,69%,"$1,204","$1,148,000",MANSFIELD,20036,3.661209,19.0,1
76641,-37.927585,145.125237,199 Carinish Road,CLAYTON,5171.0,5343.0,Monash,18901.0,48%,$962,"$1,017,200",HINDMARSH,19915,0.524306,31.0,1
1177,-37.809132,144.890559,54 Greig Street,SEDDON,2035.0,844.0,Maribyrnong,16926.0,49%,"$1,181","$1,148,600",EAST GIPPSLAND,19997,0.449857,no direct trip is available,0
17317,-37.712268,144.9103,47 Kennedy Street,GLENROY,7882.0,4021.0,Moreland,27707.0,66%,"$1,004","$743,900",WYNDHAM,20032,1.054602,28.0,1
25927,-37.611054,144.93823600000005,21 Abercarn Avenue,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,1.121753,41.0,1
53022,-37.819504,144.99330700000004,31 Union Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19978,0.533439,14.0,1
35152,-37.728034,145.030494,52 Crevelli Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,2.412698,40.0,1
48743,-37.80764008,145.0440826,8 Barrington Avenue,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19903,1.650126,14.0,1
60991,-37.789731,145.25616499999995,1 Bega Court,RINGWOOD,6350.0,4648.0,Maroondah,28808.0,79%,"$1,393","$1,024,000",MACEDON RANGES,19878,2.241159,42.0,1
17007,-37.698818,144.917815,3 Rowan Street,GLENROY,7882.0,4021.0,Moreland,27707.0,66%,"$1,004","$743,900",WYNDHAM,20031,0.445432,30.0,1
56562,-37.847975,145.10228899999996,3/25 Roslyn Street,BURWOOD,5052.0,3288.0,Whitehorse,18501.0,73%,"$1,100","$1,296,800",MARIBYRNONG,19849,1.955477,25.0,1
3814,-37.823682,144.882449,7 Thomas Street,YARRAVILLE,5855.0,2072.0,Maribyrnong,11645.0,67%,"$1,583","$1,148,100",MITCHELL,19995,0.83282,no direct trip is available,0
44751,-37.706181,145.093645,26 Santon Street,GREENSBOROUGH,7426.0,2533.0,Banyule,26045.0,83%,"$1,524","$984,000",GLEN EIRA,19984,1.017592,42.0,1
3864,-37.813596,144.863526,76 Kidman Street,YARRAVILLE,5855.0,2072.0,Maribyrnong,11645.0,67%,"$1,583","$1,148,100",MITCHELL,20022,1.597673,17.0,1
18051,-37.68287,144.90731,11 Leech Court,JACANA,860.0,147.0,Hume,18510.0,58%,$762,"$577,100",ALPINE,20030,1.084059,32.0,1
23941,-37.701262,144.971475,12 Hudson Street,FAWKNER,4754.0,1266.0,Moreland,12899.0,53%,$865,"$745,500",MONASH,19961,1.111714,30.0,1
96339,-37.90185200000001,145.0532,99 Leila Road,ORMOND,2378.0,2357.0,Glen Eira,17630.0,72%,"$1,538","$1,746,300",MOIRA,19941,1.202944,27.0,1
46505,-37.700979,145.160873,12 Leane Drive,ELTHAM,6040.0,1782.0,Nillumbik,28827.0,85%,"$1,923","$1,178,700",FRANKSTON,19987,1.810853,52.0,1
26336,-37.583747,144.929132,3 Fearon Lane,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,2.36902,41.0,1
9329,-37.860352,144.72956499999995,16 Higgins Way,TRUGANINA,12111.0,961.0,Wyndham,39324.0,74%,"$1,402","$680,500",CENTRAL GOLDFIELDS,46468,1.894827,no direct trip is available,0
23021,-37.743257,144.956417,6 Vincent Street,COBURG,10323.0,4557.0,Moreland,29021.0,63%,"$1,268","$1,129,500",MOONEE VALLEY,19965,0.617483,23.0,1
76024,-37.901307,145.093411,29 Downing St,OAKLEIGH,3155.0,1636.0,Monash,16280.0,65%,"$1,340","$1,301,400",WANGARATTA,19917,0.460168,26.0,1
5181,-37.868294,144.81684099999995,4 Linnet Street,ALTONA,4843.0,2394.0,Hobsons Bay,11742.0,70%,"$1,160","$1,139,500",BRIMBANK,19925,0.45604,no direct trip is available,0
7678,-37.749128000000006,144.76203600000005,9 College Place,ALBANVALE,1897.0,138.0,Brimbank,54005.0,46%,$907,"$594,200",HEPBURN,20002,3.379605,28.0,1
29540,-37.764825,145.011767,168 Darebin Road,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20015,1.297059,29.0,1
69121,-37.850318,145.04122900000004,39 Cressy Street,MALVERN,3622.0,3241.0,Stonnington,10201.0,78%,"$2,047","$2,337,300",BAW BAW,19911,0.114934,no direct trip is available,0
77821,-37.923515,145.187053,27 Lansdowne Circuit,MULGRAVE,7213.0,1477.0,Monash,22093.0,60%,"$1,348","$1,022,600",MACEDON RANGES,19913,4.132218,36.0,1
72127,-37.852239,145.265253,2 & 4 Willison Street,BAYSWATER,4737.0,3089.0,Knox,19945.0,77%,"$1,186","$865,500",INDIGO,19870,1.196969,41.0,1
73360,-37.86749268,145.2620239,250 Scoresby Road,BORONIA,8285.0,4281.0,Knox,20314.0,79%,"$1,162","$832,500",TOWONG,19869,2.115673,44.0,1
36610,-37.674219,145.040618,95 Casey Dve,LALOR,8358.0,1216.0,Whittlesea,20717.0,52%,$919,"$678,600",KINGSTON,20006,2.264489,48.0,1
6475,-37.785953000000006,144.817785,23 McIntosh Street,SUNSHINE,4031.0,1779.0,Brimbank,30677.0,52%,$929,"$883,700",KNOX,20004,1.106435,23.0,1
25753,-37.604557,144.939678,19 Hothlyn Drive,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,0.442967,41.0,1
20297,-37.76047516,144.96401980000005,1 Wraith Street,BRUNSWICK,8835.0,8041.0,Moreland,20155.0,62%,"$1,433","$1,265,800",MARIBYRNONG,19967,0.305721,18.0,1
70615,-37.87655258,145.10401919999995,2/14 Gooyong Avenue,CHADSTONE,3244.0,1608.0,Monash,12357.0,65%,"$1,234","$1,217,700",MELTON,19840,0.781483,no direct trip is available,0
30470,-37.77002335,145.00003049999995,9 Balgonie Place,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20016,0.418628,28.0,1
62596,-37.836268,145.236362,16 Parkhaven Drive,HEATHMONT,3459.0,1027.0,Maroondah,16322.0,80%,"$1,297","$1,083,000",HORSHAM,19871,1.140721,37.0,1
30289,-37.771179,145.004356,62 Andrew Street,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20016,0.812142,28.0,1
42333,-37.741206,145.07793999999996,5 Mercedes Court,ROSANNA,3073.0,1156.0,Banyule,21826.0,77%,"$1,551","$1,192,000",EAST GIPPSLAND,19936,1.055246,36.0,1
28430,-37.808358,144.990894,1/18-22 Islington Street,COLLINGWOOD,2122.0,4470.0,Yarra,5113.0,60%,"$1,278","$1,275,000",MOONEE VALLEY,19977,0.267474,15.0,1
56097,-37.851545,145.118566,1/6 Havelock St,BURWOOD,5052.0,3288.0,Whitehorse,18501.0,73%,"$1,100","$1,296,800",MARIBYRNONG,19840,2.520567,no direct trip is available,0
79203,-37.948042,145.15819,54 Virginia Street,SPRINGVALE,6280.0,4315.0,Greater Dandenong,18147.0,36%,$884,"$895,800",GREATER BENDIGO,19913,0.446819,36.0,1
34248,-37.719572,145.026594,20 Keilor Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.75145,40.0,1
37421,-37.649241,145.055724,4/14-16 Calendula Circuit,EPPING,13368.0,3047.0,Whittlesea,19624.0,73%,"$1,283","$673,200",FRANKSTON,45795,0.996733,54.0,1
16666,-37.703031,144.949269,18 Hilton Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,19961,0.885605,30.0,1
6648,-37.793847,144.831885,35 Benjamin St.,SUNSHINE,4031.0,1779.0,Brimbank,30677.0,52%,$929,"$883,700",KNOX,20021,0.59759,20.0,1
57637,-37.81440300000001,145.141353,14 Elmhurst Road,BLACKBURN,4821.0,2501.0,Whitehorse,27564.0,75%,"$1,387","$1,485,900",GREATER GEELONG,19897,0.712195,27.0,1
14311,-37.759674,144.898278,33 Vida Street,ABERFELDIE,1410.0,453.0,Moonee Valley,22442.0,81%,"$1,571","$1,926,600",MITCHELL,20037,1.6289,16.0,1
10510,-37.794551,144.928154,4 Henry Street,KENSINGTON,3940.0,4804.0,Melbourne,14523.0,62%,"$1,401","$1,202,200",SOUTH GIPPSLAND,20041,0.225478,9.0,1
87342,-37.93874359,145.0096436,13 Garden Street,HAMPTON,4651.0,2612.0,Bayside,11231.0,78%,"$1,653","$2,032,200",WYNDHAM,19949,0.722592,no direct trip is available,0
73499,-37.86125300000001,145.277523,3/199 Boronia Road,BORONIA,8285.0,4281.0,Knox,20314.0,79%,"$1,162","$832,500",TOWONG,19869,0.609641,44.0,1
57229,-37.829723,145.078021,3 Logan Street,CANTERBURY,2781.0,1325.0,Boroondara,7418.0,80%,"$2,352","$2,875,800",MELBOURNE,19893,0.64752,20.0,1
7573,-37.729625,144.82322,6 Brazilia Avenue,KEALBA,1111.0,142.0,Brimbank,54005.0,46%,$907,"$704,200",BASS COAST,20001,2.595925,31.0,1
70445,-37.874809,145.099277,1/3 Tandara Court,CHADSTONE,3244.0,1608.0,Monash,12357.0,65%,"$1,234","$1,217,700",MELTON,19839,0.758341,no direct trip is available,0
80293,-38.000747,145.14805800000005,46 Princeton Drive,KEYSBOROUGH,9761.0,1578.0,Greater Dandenong,16492.0,49%,"$1,253","$1,006,400",KINGSTON,19890,4.509812,41.0,1
29572,-37.776778,144.996593,172 Clarke Street,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20017,0.340039,26.0,1
12836,-37.705868,144.759826,28 Ruben Drive,SYDENHAM,2811.0,1400.0,Brimbank,27356.0,64%,"$1,491","$658,000",HEPBURN,20000,1.369894,34.0,1
53944,-37.823235,144.99461599999995,9a Gipps Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19908,0.402439,6.0,1
41124,-37.716767,145.032713,76 Scott Grove,KINGSBURY,1234.0,479.0,Darebin,24119.0,69%,"$1,172","$813,800",ALPINE,20010,2.264608,40.0,1
52111,-37.81489944,144.9949799,108 Lennox Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19978,0.312861,14.0,1
56024,-37.845852,145.060505,90 Radnor Street,CAMBERWELL,7459.0,4358.0,Boroondara,15537.0,77%,"$2,122","$2,235,400",MELBOURNE,19912,1.135215,no direct trip is available,0
